,User ID,Name,Email Address,Username,Date of Birth,Age (yrs),Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Membership Duration,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,TLD
333,334,Nicole Robinson,huberisaac@example.com,huberisaac,1968-04-18,56,Male,Port Heather,2024-02-05,2025-02-04,Monthly,365 days,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,5.0,9,Commericial(.com)
334,335,Anne Mcmillan,trobertson@example.org,trobertson,1985-12-23,38,Male,Troybury,2024-01-17,2025-01-16,Monthly,365 days,Visa,Auto-renew,Regular,Clothing,Romance,Smart TV,High,3.8,7,Organization(.org)
335,336,Jeffery Diaz,ghumphrey@example.com,ghumphrey,1996-06-21,27,Female,New Nicholasmouth,2024-02-21,2025-02-20,Annual,365 days,Visa,Auto-renew,Regular,Books,Drama,Tablet,Low,5.0,4,Commericial(.com)
336,337,Carlos Rodriguez,jwilkins@example.net,jwilkins,1973-07-10,50,Male,Whitneyfort,2024-01-03,2025-01-02,Annual,365 days,Visa,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.7,10,Network(.net)
337,338,Shannon Stevens,jwilson@example.com,jwilson,1989-11-19,34,Male,West Thomas,2024-01-05,2025-01-04,Monthly,365 days,Mastercard,Manual,Frequent,Books,Documentary,Smart TV,Medium,3.8,3,Commericial(.com)
338,339,Mitchell Hansen,irogers@example.org,irogers,1974-02-24,50,Female,Hudsonville,2024-01-13,2025-01-12,Annual,365 days,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,High,5.0,8,Organization(.org)
339,340,Kerry Johnson,nschneider@example.com,nschneider,1961-06-10,62,Female,North Melissachester,2024-01-27,2025-01-26,Monthly,365 days,Amex,Auto-renew,Regular,Books,Action,Smartphone,Medium,3.8,1,Commericial(.com)
340,341,Jonathan Soto,rfrench@example.org,rfrench,1936-12-09,87,Female,West Mariah,2024-03-16,2025-03-16,Annual,365 days,Mastercard,Auto-renew,Regular,Electronics,Horror,Smartphone,Low,3.0,9,Organization(.org)
341,342,Michelle Ferguson,nathan22@example.org,nathan22,1967-12-20,56,Female,East Elizabeth,2024-02-05,2025-02-04,Monthly,365 days,Mastercard,Manual,Frequent,Books,Romance,Smart TV,Low,3.5,3,Organization(.org)
342,343,Derek Mercer,kristina99@example.net,kristina99,1934-08-14,89,Male,Hunterland,2024-04-11,2025-04-11,Annual,365 days,Amex,Manual,Occasional,Books,Documentary,Tablet,Low,4.3,4,Network(.net)
343,344,Heather Howard,robinsonduane@example.com,robinsonduane,1994-06-03,29,Female,East Josephside,2024-03-01,2025-03-01,Annual,365 days,Visa,Manual,Occasional,Clothing,Romance,Tablet,High,3.3,6,Commericial(.com)
344,345,Cynthia Phillips,carlsonrachel@example.net,carlsonrachel,1995-01-04,29,Male,South Adamland,2024-01-08,2025-01-07,Annual,365 days,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,Low,3.6,3,Network(.net)
345,346,Matthew Ruiz,april31@example.com,april31,1940-10-19,83,Male,Martinfort,2024-04-01,2025-04-01,Monthly,365 days,Visa,Auto-renew,Regular,Electronics,Drama,Tablet,High,4.0,2,Commericial(.com)
346,347,Charles Nelson,kaylaschultz@example.com,kaylaschultz,1950-12-04,73,Male,Erichaven,2024-01-06,2025-01-05,Monthly,365 days,Mastercard,Manual,Occasional,Books,Drama,Tablet,High,3.2,10,Commericial(.com)
347,348,Patrick Clarke,debra06@example.net,debra06,1948-01-10,76,Female,Lake Tarastad,2024-02-27,2025-02-26,Annual,365 days,Visa,Manual,Frequent,Books,Romance,Smart TV,Medium,3.9,3,Network(.net)
348,349,Ruben Martinez,williamsariel@example.net,williamsariel,1976-06-27,47,Male,Brittanyburgh,2024-03-21,2025-03-21,Monthly,365 days,Amex,Manual,Regular,Books,Documentary,Smartphone,Low,4.9,0,Network(.net)
349,350,Michael Chang,tammygonzales@example.net,tammygonzales,1980-12-18,43,Female,Crossborough,2024-02-24,2025-02-23,Annual,365 days,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Medium,4.5,8,Network(.net)
350,351,Connie Fischer,lwatson@example.org,lwatson,1935-11-23,88,Female,North Brandonburgh,2024-01-20,2025-01-19,Annual,365 days,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,High,4.0,5,Organization(.org)
351,352,Joseph Williams,jaredlynch@example.org,jaredlynch,2004-09-30,19,Male,Lake Margaretport,2024-02-24,2025-02-23,Annual,365 days,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.1,3,Organization(.org)
352,353,David Stokes,ksmith@example.org,ksmith,1967-01-03,57,Male,Javierfort,2024-03-25,2025-03-25,Monthly,365 days,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Medium,4.9,2,Organization(.org)
353,354,Dawn Vazquez,hgarcia@example.org,hgarcia,1937-09-11,86,Female,Belindamouth,2024-01-02,2025-01-01,Monthly,365 days,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,High,4.6,6,Organization(.org)
354,355,Carrie Jackson,dpowell@example.net,dpowell,1977-10-06,46,Male,Christineport,2024-04-13,2025-04-13,Annual,365 days,Mastercard,Manual,Regular,Books,Romance,Tablet,High,4.8,9,Network(.net)
355,356,Kathleen Mclaughlin,james28@example.com,james28,1984-06-19,39,Female,New Jennifer,2024-03-16,2025-03-16,Monthly,365 days,Amex,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Low,3.8,7,Commericial(.com)
356,357,Tim Hernandez,michael28@example.org,michael28,1941-01-30,83,Female,North Jessica,2024-01-22,2025-01-21,Monthly,365 days,Amex,Manual,Occasional,Books,Comedy,Tablet,Low,4.2,5,Organization(.org)
357,358,William Stephens,langmary@example.net,langmary,1955-03-21,69,Female,Scottton,2024-03-28,2025-03-28,Monthly,365 days,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.8,1,Network(.net)
358,359,Misty Lopez,clayblake@example.net,clayblake,1943-09-19,80,Male,Port Cole,2024-03-25,2025-03-25,Annual,365 days,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,Medium,3.1,9,Network(.net)
359,360,Teresa Richardson,stacywolfe@example.com,stacywolfe,1978-07-28,45,Female,Port Jonathan,2024-01-25,2025-01-24,Annual,365 days,Mastercard,Manual,Regular,Books,Horror,Smart TV,Low,3.8,3,Commericial(.com)
360,361,Donald Davis,frenchgail@example.com,frenchgail,1984-03-16,40,Female,East Christopherside,2024-01-19,2025-01-18,Annual,365 days,Amex,Auto-renew,Frequent,Books,Documentary,Smartphone,Low,4.1,5,Commericial(.com)
361,362,Kenneth Lopez,delgadokayla@example.org,delgadokayla,1989-09-22,34,Female,Barnesland,2024-01-11,2025-01-10,Monthly,365 days,Amex,Manual,Regular,Books,Drama,Tablet,Medium,3.0,2,Organization(.org)
362,363,Maria Johnson,connorfranklin@example.com,connorfranklin,1992-03-25,32,Female,New Cory,2024-01-24,2025-01-23,Annual,365 days,Visa,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Medium,4.4,4,Commericial(.com)
363,364,Robert Nelson,josephalvarez@example.org,josephalvarez,1940-08-23,83,Female,Stevenview,2024-02-22,2025-02-21,Monthly,365 days,Amex,Manual,Occasional,Clothing,Horror,Tablet,Low,3.9,2,Organization(.org)
364,365,James Villa,jenniferwallace@example.org,jenniferwallace,1946-07-26,77,Female,Stephensshire,2024-01-03,2025-01-02,Annual,365 days,Amex,Auto-renew,Occasional,Electronics,Action,Smartphone,High,3.7,8,Organization(.org)
365,366,Ryan Deleon,tanya47@example.org,tanya47,1999-11-22,24,Female,Dawnfurt,2024-03-14,2025-03-14,Annual,365 days,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smartphone,Low,3.1,9,Organization(.org)
366,367,Patricia Bell,lpowell@example.net,lpowell,1984-12-12,39,Female,South Garyborough,2024-03-22,2025-03-22,Annual,365 days,Amex,Manual,Occasional,Clothing,Romance,Smartphone,High,3.7,3,Network(.net)
367,368,Corey Cannon,christopherwilkerson@example.net,christopherwilkerson,1990-03-31,34,Male,East Crystal,2024-04-12,2025-04-12,Annual,365 days,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.5,2,Network(.net)
368,369,Katherine Hinton,jbaker@example.net,jbaker,1999-09-30,24,Female,Angelahaven,2024-01-02,2025-01-01,Annual,365 days,Amex,Auto-renew,Frequent,Books,Horror,Smartphone,Medium,3.8,1,Network(.net)
369,370,Amy Spencer,vriley@example.com,vriley,1975-02-13,49,Female,East Katherine,2024-01-11,2025-01-10,Annual,365 days,Visa,Auto-renew,Frequent,Books,Horror,Smartphone,Low,4.9,5,Commericial(.com)
370,371,Michele Dawson,stewartmadison@example.net,stewartmadison,1962-06-19,61,Female,Lake Joseph,2024-03-01,2025-03-01,Annual,365 days,Mastercard,Auto-renew,Regular,Clothing,Horror,Tablet,Low,4.2,10,Network(.net)
371,372,Jay Phillips,yvette22@example.com,yvette22,1959-08-14,64,Female,New Sheila,2024-02-05,2025-02-04,Annual,365 days,Amex,Manual,Occasional,Electronics,Comedy,Smart TV,Medium,4.6,5,Commericial(.com)
372,373,Brian Greene,nancychang@example.net,nancychang,1968-02-12,56,Male,South Jane,2024-04-10,2025-04-10,Monthly,365 days,Visa,Manual,Regular,Electronics,Action,Smart TV,Medium,4.6,4,Network(.net)
373,374,Timothy Cox,stephen87@example.net,stephen87,1963-06-07,60,Male,New John,2024-02-07,2025-02-06,Annual,365 days,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Medium,3.9,4,Network(.net)
374,375,Robert Nelson,bacosta@example.com,bacosta,1974-10-04,49,Female,Andersonstad,2024-02-03,2025-02-02,Monthly,365 days,Mastercard,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Medium,3.7,3,Commericial(.com)
375,376,Thomas Castro,wilkinsonrachel@example.com,wilkinsonrachel,1966-11-28,57,Female,Markfort,2024-02-01,2025-01-31,Annual,365 days,Amex,Auto-renew,Regular,Electronics,Comedy,Smart TV,Low,4.8,10,Commericial(.com)
376,377,Victor Armstrong,durancolin@example.org,durancolin,1963-01-24,61,Female,North Robertahaven,2024-04-05,2025-04-05,Monthly,365 days,Visa,Manual,Regular,Books,Comedy,Smartphone,High,4.8,7,Organization(.org)
377,378,Anne Smith,smithlee@example.net,smithlee,1961-10-05,62,Female,Lake Autumnside,2024-01-31,2025-01-30,Monthly,365 days,Visa,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,3.5,8,Network(.net)
378,379,Jerry Dawson,ielliott@example.net,ielliott,1972-03-05,52,Male,Glovermouth,2024-03-29,2025-03-29,Monthly,365 days,Amex,Manual,Frequent,Clothing,Romance,Tablet,Low,4.7,3,Network(.net)
379,380,Samantha Lucas,gregorybrittney@example.net,gregorybrittney,1951-03-25,73,Female,North Kelly,2024-03-19,2025-03-19,Monthly,365 days,Amex,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,4.8,4,Network(.net)
380,381,Jennifer Romero,gatescharles@example.org,gatescharles,1939-06-16,84,Male,North Markmouth,2024-04-10,2025-04-10,Monthly,365 days,Visa,Manual,Occasional,Books,Horror,Smartphone,High,4.4,6,Organization(.org)
381,382,Taylor Mcclure,yjones@example.net,yjones,1942-07-10,81,Male,Elizabethstad,2024-02-02,2025-02-01,Monthly,365 days,Mastercard,Auto-renew,Occasional,Books,Action,Tablet,Low,4.1,8,Network(.net)
382,383,Jeffery Spence,xthomas@example.org,xthomas,1998-02-08,26,Female,Port Glenn,2024-03-04,2025-03-04,Monthly,365 days,Mastercard,Manual,Frequent,Electronics,Comedy,Tablet,High,4.7,4,Organization(.org)
383,384,Nicholas Curry,jodiweiss@example.net,jodiweiss,1956-08-09,67,Female,West Joelton,2024-03-25,2025-03-25,Annual,365 days,Mastercard,Auto-renew,Frequent,Electronics,Horror,Tablet,Medium,3.4,0,Network(.net)
384,385,Benjamin Kelly,prodriguez@example.net,prodriguez,1975-07-27,48,Female,West Williamville,2024-02-07,2025-02-06,Annual,365 days,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,Low,3.9,3,Network(.net)
385,386,Nicholas Nicholson,megan54@example.org,megan54,1981-03-26,43,Male,Michaelborough,2024-01-07,2025-01-06,Annual,365 days,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,Low,4.5,9,Organization(.org)
386,387,Frances Wilson,brittany61@example.net,brittany61,1957-04-09,67,Male,New Mark,2024-01-26,2025-01-25,Annual,365 days,Amex,Auto-renew,Occasional,Clothing,Comedy,Smartphone,Low,3.1,6,Network(.net)
387,388,Richard Soto,simmonssandra@example.com,simmonssandra,2002-09-25,21,Female,Tylerberg,2024-01-16,2025-01-15,Annual,365 days,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.2,1,Commericial(.com)
388,389,Angela Walker,martinezsamuel@example.com,martinezsamuel,1980-12-08,43,Male,Timothyview,2024-02-19,2025-02-18,Annual,365 days,Amex,Manual,Occasional,Clothing,Horror,Smart TV,Low,3.7,9,Commericial(.com)
389,390,Carl Parker,oanderson@example.org,oanderson,1961-05-28,62,Male,Leeport,2024-01-06,2025-01-05,Monthly,365 days,Mastercard,Auto-renew,Regular,Clothing,Drama,Smart TV,High,4.7,7,Organization(.org)
390,391,Brooke Stewart,johnramirez@example.com,johnramirez,1959-04-25,65,Male,West Mary,2024-04-10,2025-04-10,Monthly,365 days,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,High,3.8,4,Commericial(.com)
391,392,Amy Vasquez DDS,tcooper@example.net,tcooper,1955-09-16,68,Male,Cruzborough,2024-03-11,2025-03-11,Annual,365 days,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,4.8,9,Network(.net)
392,393,Joshua Powell,kellypeter@example.org,kellypeter,1965-03-09,59,Male,Brianmouth,2024-03-25,2025-03-25,Annual,365 days,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,High,5.0,6,Organization(.org)
393,394,Whitney White,darlene61@example.org,darlene61,1963-04-17,61,Female,Veronicabury,2024-02-03,2025-02-02,Annual,365 days,Amex,Auto-renew,Occasional,Electronics,Horror,Smartphone,Medium,4.5,9,Organization(.org)
394,395,Rhonda Coleman,ehudson@example.com,ehudson,2002-03-25,22,Male,Tonyaberg,2024-03-01,2025-03-01,Monthly,365 days,Amex,Auto-renew,Frequent,Clothing,Horror,Smart TV,Medium,3.1,10,Commericial(.com)
395,396,Jason Schmidt,ryanwalsh@example.com,ryanwalsh,1944-04-26,80,Male,Jeffreyport,2024-03-27,2025-03-27,Annual,365 days,Mastercard,Auto-renew,Regular,Electronics,Drama,Smart TV,Low,3.2,0,Commericial(.com)
396,397,Andrew Johnson,thomascallahan@example.org,thomascallahan,1957-12-17,66,Male,Port Sue,2024-03-04,2025-03-04,Annual,365 days,Visa,Manual,Frequent,Electronics,Horror,Tablet,Medium,4.5,1,Organization(.org)
397,398,Chelsea Terrell,irodriguez@example.org,irodriguez,1961-09-29,62,Female,South Travis,2024-01-22,2025-01-21,Monthly,365 days,Visa,Manual,Regular,Clothing,Horror,Smart TV,Low,4.7,4,Organization(.org)
398,399,Kevin Bridges,acline@example.org,acline,1963-03-07,61,Male,East Joshuaburgh,2024-01-26,2025-01-25,Monthly,365 days,Visa,Auto-renew,Frequent,Books,Romance,Smart TV,High,3.2,2,Organization(.org)
399,400,Steven Moody,kimberly19@example.com,kimberly19,1986-06-24,37,Male,Lake William,2024-04-13,2025-04-13,Annual,365 days,Amex,Manual,Occasional,Clothing,Comedy,Smart TV,High,4.4,7,Commericial(.com)
400,401,Gina Aguilar,troy03@example.com,troy03,1994-10-15,29,Male,Karenborough,2024-01-29,2025-01-28,Monthly,365 days,Visa,Manual,Occasional,Books,Romance,Smartphone,High,4.8,2,Commericial(.com)
401,402,Olivia Harper,twilliams@example.com,twilliams,2004-06-22,19,Female,Port Charles,2024-02-27,2025-02-26,Annual,365 days,Amex,Auto-renew,Frequent,Electronics,Documentary,Smartphone,High,4.0,6,Commericial(.com)
402,403,Christian Pruitt,andrea81@example.com,andrea81,1999-01-16,25,Male,Amandamouth,2024-02-10,2025-02-09,Monthly,365 days,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,4.2,0,Commericial(.com)
403,404,Mark Rojas,marshlori@example.net,marshlori,1942-11-03,81,Female,Parkerfort,2024-03-13,2025-03-13,Annual,365 days,Visa,Manual,Frequent,Clothing,Drama,Smart TV,High,4.7,5,Network(.net)
404,405,Dr. Kelly Burgess,yatesmichael@example.net,yatesmichael,2003-01-28,21,Male,West Jillstad,2024-02-15,2025-02-14,Monthly,365 days,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smartphone,Low,3.1,0,Network(.net)
405,406,Kiara Herrera,koconnor@example.com,koconnor,1954-07-17,69,Male,Simsland,2024-02-07,2025-02-06,Monthly,365 days,Mastercard,Manual,Frequent,Clothing,Action,Smartphone,Low,3.1,4,Commericial(.com)
406,407,Christina Steele,pfoster@example.net,pfoster,1941-01-29,83,Female,Ryanburgh,2024-01-20,2025-01-19,Monthly,365 days,Visa,Auto-renew,Regular,Books,Horror,Tablet,Medium,4.1,0,Network(.net)
407,408,Thomas Espinoza,ycoleman@example.com,ycoleman,1951-03-30,73,Female,Boyerville,2024-01-14,2025-01-13,Annual,365 days,Mastercard,Auto-renew,Frequent,Electronics,Romance,Tablet,High,4.1,9,Commericial(.com)
408,409,Joseph Young,moyerkatherine@example.org,moyerkatherine,1958-10-26,65,Female,New Pamela,2024-03-08,2025-03-08,Monthly,365 days,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Low,4.1,9,Organization(.org)
409,410,Carlos Taylor,brandon60@example.net,brandon60,1964-12-17,59,Female,Roachville,2024-01-22,2025-01-21,Monthly,365 days,Amex,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,4.6,6,Network(.net)
410,411,Christine Davis,meghan96@example.net,meghan96,1956-09-10,67,Female,East Christopherton,2024-01-10,2025-01-09,Monthly,365 days,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,Medium,4.4,8,Network(.net)
411,412,Mark Lee,harperpatricia@example.com,harperpatricia,1934-04-03,90,Male,East Carolyn,2024-03-07,2025-03-07,Annual,365 days,Amex,Auto-renew,Regular,Electronics,Action,Tablet,High,3.5,3,Commericial(.com)
412,413,Matthew Johnson,carmen60@example.org,carmen60,1971-04-23,53,Male,South Nicoleport,2024-03-21,2025-03-21,Monthly,365 days,Visa,Auto-renew,Frequent,Electronics,Comedy,Smartphone,High,4.7,1,Organization(.org)
413,414,Katrina Hampton,eileenwilliams@example.com,eileenwilliams,1975-03-13,49,Male,Port Michael,2024-02-24,2025-02-23,Annual,365 days,Visa,Auto-renew,Occasional,Books,Comedy,Smart TV,High,4.7,7,Commericial(.com)
414,415,Russell Becker,williamstheresa@example.org,williamstheresa,1975-03-22,49,Female,Whitebury,2024-03-28,2025-03-28,Annual,365 days,Amex,Manual,Occasional,Clothing,Drama,Smartphone,High,3.3,6,Organization(.org)
415,416,Katie Morris,duncanfelicia@example.net,duncanfelicia,1981-12-25,42,Male,Deleontown,2024-02-29,2025-02-28,Monthly,365 days,Amex,Manual,Frequent,Electronics,Documentary,Smartphone,High,3.5,1,Network(.net)
416,417,Zachary Mccoy,sanchezerin@example.net,sanchezerin,1987-01-27,37,Male,West Emilyborough,2024-02-05,2025-02-04,Monthly,365 days,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,High,3.4,6,Network(.net)
417,418,Leslie Peters,ktaylor@example.org,ktaylor,1968-03-30,56,Male,Lake James,2024-02-19,2025-02-18,Monthly,365 days,Mastercard,Manual,Frequent,Books,Romance,Smart TV,High,3.5,2,Organization(.org)
418,419,Christina Patterson,ethanhall@example.org,ethanhall,1985-11-04,38,Female,Rogersland,2024-03-16,2025-03-16,Monthly,365 days,Amex,Manual,Regular,Electronics,Comedy,Smartphone,High,3.5,10,Organization(.org)
419,420,Kyle Williams,xreyes@example.net,xreyes,1940-02-27,84,Male,Lopezmouth,2024-04-02,2025-04-02,Monthly,365 days,Visa,Manual,Occasional,Books,Action,Smartphone,Low,4.7,6,Network(.net)
420,421,Brian Campos,aliciamckinney@example.com,aliciamckinney,1998-12-26,25,Female,Wallsfurt,2024-04-04,2025-04-04,Annual,365 days,Amex,Manual,Occasional,Electronics,Drama,Smart TV,Low,3.9,1,Commericial(.com)
421,422,Susan Hanson,williammcintyre@example.com,williammcintyre,1956-03-08,68,Male,Cameronside,2024-01-30,2025-01-29,Monthly,365 days,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Low,4.3,4,Commericial(.com)
422,423,Kathy Patterson,evelynbullock@example.net,evelynbullock,1986-08-17,37,Male,New Courtneyton,2024-03-25,2025-03-25,Annual,365 days,Mastercard,Auto-renew,Frequent,Clothing,Horror,Tablet,Medium,4.5,7,Network(.net)
423,424,Ann Jackson,hollymccarty@example.net,hollymccarty,1967-12-04,56,Female,Port Amy,2024-03-25,2025-03-25,Annual,365 days,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,High,3.1,2,Network(.net)
424,425,John Edwards,nolancheryl@example.net,nolancheryl,1944-08-31,79,Male,Randallhaven,2024-02-16,2025-02-15,Monthly,365 days,Visa,Manual,Occasional,Clothing,Sci-Fi,Smartphone,Low,4.8,4,Network(.net)
425,426,Mary Stewart,barbara18@example.net,barbara18,1969-12-31,54,Male,Lake Ryan,2024-02-15,2025-02-14,Monthly,365 days,Amex,Auto-renew,Regular,Clothing,Romance,Tablet,Low,4.8,9,Network(.net)
426,427,James Benson,gmay@example.org,gmay,1942-05-11,82,Female,Steinfort,2024-03-29,2025-03-29,Annual,365 days,Mastercard,Manual,Regular,Books,Drama,Tablet,Low,3.8,5,Organization(.org)
427,428,Anthony Ramirez,wardkelly@example.net,wardkelly,2001-07-05,22,Male,Jonesborough,2024-01-30,2025-01-29,Annual,365 days,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,High,4.6,6,Network(.net)
428,429,Wayne Walker,andrewsjames@example.org,andrewsjames,1956-04-13,68,Male,Kurtstad,2024-01-12,2025-01-11,Annual,365 days,Mastercard,Manual,Regular,Electronics,Action,Smartphone,Medium,3.0,9,Organization(.org)
429,430,David Osborne,lambertkimberly@example.com,lambertkimberly,1998-09-22,25,Male,Johntown,2024-04-05,2025-04-05,Monthly,365 days,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.1,4,Commericial(.com)
430,431,Dana Scott,matthewhayden@example.com,matthewhayden,1955-10-22,68,Male,Austinside,2024-02-11,2025-02-10,Annual,365 days,Amex,Manual,Occasional,Clothing,Horror,Smartphone,High,4.3,4,Commericial(.com)
431,432,Madison Shaw,edwardanderson@example.com,edwardanderson,1943-10-01,80,Female,Lake Timothy,2024-02-21,2025-02-20,Monthly,365 days,Mastercard,Auto-renew,Frequent,Electronics,Action,Smart TV,High,4.7,6,Commericial(.com)
432,433,Tanya Hall,sandovalmarco@example.org,sandovalmarco,1990-04-19,34,Male,South Scottburgh,2024-03-28,2025-03-28,Annual,365 days,Amex,Manual,Regular,Clothing,Sci-Fi,Tablet,Medium,4.0,4,Organization(.org)
433,434,William Rangel,mahoneyanthony@example.com,mahoneyanthony,1955-10-30,68,Female,Vanessastad,2024-01-03,2025-01-02,Annual,365 days,Mastercard,Auto-renew,Regular,Books,Drama,Smart TV,Low,4.0,10,Commericial(.com)
434,435,Tanya Ramirez,arnoldlinda@example.org,arnoldlinda,1994-11-29,29,Female,Lake Matthewtown,2024-04-09,2025-04-09,Annual,365 days,Amex,Auto-renew,Occasional,Electronics,Drama,Smart TV,High,3.9,5,Organization(.org)
435,436,Mary Jones,imayer@example.net,imayer,1962-02-14,62,Female,New Joseph,2024-02-06,2025-02-05,Annual,365 days,Visa,Manual,Regular,Clothing,Documentary,Smartphone,Medium,4.8,0,Network(.net)
436,437,Dawn Malone,ggilbert@example.net,ggilbert,1966-12-07,57,Female,Victoriaton,2024-03-09,2025-03-09,Annual,365 days,Mastercard,Auto-renew,Regular,Electronics,Action,Smartphone,Medium,4.6,9,Network(.net)
437,438,Sherry Benson,aaron70@example.net,aaron70,1986-11-04,37,Male,North Mariotown,2024-01-18,2025-01-17,Annual,365 days,Mastercard,Auto-renew,Regular,Clothing,Action,Tablet,Low,4.7,3,Network(.net)
438,439,Sarah Saunders,hjones@example.com,hjones,1969-05-07,55,Male,Annchester,2024-03-29,2025-03-29,Monthly,365 days,Mastercard,Manual,Occasional,Electronics,Action,Smart TV,Medium,4.5,7,Commericial(.com)
439,440,Andrew Castro,zacharyhuff@example.org,zacharyhuff,1947-08-07,76,Male,North Timothychester,2024-03-06,2025-03-06,Annual,365 days,Visa,Manual,Frequent,Books,Comedy,Tablet,High,5.0,7,Organization(.org)
440,441,Pamela Martinez,mario50@example.org,mario50,1994-09-15,29,Male,East Jasmine,2024-01-19,2025-01-18,Monthly,365 days,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smart TV,High,3.5,4,Organization(.org)
441,442,Debra Davis,laceybrown@example.net,laceybrown,1975-11-10,48,Female,Lake Jennifer,2024-04-05,2025-04-05,Annual,365 days,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,4.9,2,Network(.net)
442,443,Terry Jones,kayleearroyo@example.net,kayleearroyo,1976-03-26,48,Male,Matthewfurt,2024-01-28,2025-01-27,Annual,365 days,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,4.6,9,Network(.net)
443,444,Brent Key,sburke@example.com,sburke,1957-04-24,67,Male,Gonzalezland,2024-01-08,2025-01-07,Annual,365 days,Amex,Manual,Frequent,Books,Romance,Smart TV,Medium,3.5,5,Commericial(.com)
444,445,Matthew Perez,jason06@example.org,jason06,1943-01-25,81,Female,Rachelbury,2024-03-07,2025-03-07,Annual,365 days,Amex,Auto-renew,Occasional,Electronics,Action,Smartphone,Medium,3.1,0,Organization(.org)
445,446,Anne Green,ycase@example.com,ycase,1936-09-11,87,Male,South Alexander,2024-03-09,2025-03-09,Annual,365 days,Mastercard,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,3.4,7,Commericial(.com)
446,447,Dawn Parker,gschaefer@example.net,gschaefer,2000-12-15,23,Male,Andrewville,2024-01-29,2025-01-28,Monthly,365 days,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,Medium,4.1,10,Network(.net)
447,448,Jennifer French,kwilson@example.net,kwilson,1944-01-20,80,Female,East Sheryl,2024-02-04,2025-02-03,Annual,365 days,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.8,7,Network(.net)
448,449,Jerry Cross,wwilson@example.com,wwilson,1956-06-02,67,Female,West Jasmine,2024-02-29,2025-02-28,Annual,365 days,Mastercard,Manual,Regular,Clothing,Action,Smart TV,High,3.8,7,Commericial(.com)
449,450,Michael Collins,bryantjennifer@example.org,bryantjennifer,1935-11-18,88,Female,Thompsonton,2024-02-28,2025-02-27,Annual,365 days,Amex,Manual,Frequent,Electronics,Drama,Smartphone,Low,4.1,4,Organization(.org)
450,451,Jessica Fleming,jenniferrivera@example.org,jenniferrivera,1934-03-19,90,Male,South Christopherburgh,2024-03-12,2025-03-12,Annual,365 days,Mastercard,Manual,Regular,Electronics,Drama,Tablet,Medium,4.7,2,Organization(.org)
451,452,James Horn,petercook@example.com,petercook,1957-06-04,66,Male,Maureenmouth,2024-03-14,2025-03-14,Annual,365 days,Mastercard,Manual,Occasional,Electronics,Action,Smartphone,High,3.5,10,Commericial(.com)
